Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,233.09,42.78,228.72,241.87,-13.2,3.0,3.0,25-06-2026,30-07-2026,224.8249,234.38820971249095,226.137393857188,35,74,39,0,0,0,2,10,0.0,0.0,0.0,9701328.0,60852442.0,0.0,0.0,3,0,0.0,Aging,Mature Accumulation,226.137393857188,3.1,Mature — Wait for Pullback,1537.0,18.2,6.0,44.0,1.0,5.33,5.09,0.0,True,9.0,0.181,15,14,10,0,39,Fundamental Watch
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,124.8,67.15,107.25,112.12,22.0,18.6,18.6,25-06-2026,25-06-2026,105.19,105.19,105.19,0,74,74,0,0,0,0,3,0.0,0.0,0.0,0.0,78892500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,105.19,18.6,Late — Poor Entry,5040.0,32.8,-25.0,71.0,-11.0,1.48,10.7,0.0,True,69.0,0.052,17,14,20,0,51,Buy on Breakout
SINCLAIR,SINCLAIRS HOTELS LIMITED,26049895.0,334049.0,6,03-09-2026,334049.0,6,26049895.0,77.98,0.0,0,2.6,26049895.0,0.0,26049895.0,0.0,False,False,False,83.5,62.78,76.16,78.2,9.9,7.1,7.1,05-06-2026,03-09-2026,74.39902007765053,84.29585666293393,77.98225709401915,90,94,4,2,3,3,3,4,2800341.0,14446966.0,14446966.0,14446966.0,16128346.0,2800341.0,14446966.0,1,0,0.1938,Fresh,Confirmed Accumulation,77.98225709401915,7.1,Confirmed Accumulation,433.0,40.2,21.0,8.39,-19.0,1.54,8.73,0.28,True,41.64,0.6,20,14,25,0,59,Buy on Breakout
NIITMTS,NIIT Learning Systems Limited,25294862.0,112588.0,4,09-06-2026,112588.0,4,25294862.0,224.67,0.0,0,2.53,25294862.0,0.0,25294862.0,0.0,False,False,False,225.94,34.84,236.96,305.99,-31.9,0.6,0.6,08-06-2026,09-06-2026,224.11,225.7899861657976,224.6674778839663,1,91,90,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,224.6674778839663,0.6,Late — Poor Entry,3033.0,25.3,6.0,22.0,-8.0,2.06,18.3,0.03,True,16.0,0.083,15,18,5,0,38,Fundamental Watch
OBCL,OBCL LIMITED,20337052.0,380045.0,9,02-09-2026,380045.0,9,20337052.0,53.51,0.0,0,2.03,20337052.0,0.0,20337052.0,0.0,False,False,False,55.19,67.23,54.06,55.1,-1.7,3.1,3.1,09-06-2026,02-09-2026,55.49588477366255,54.73387635198291,53.5122209212067,85,90,5,1,2,6,8,8,409902.0,1530166.0,14485213.0,18044517.0,18044517.0,409902.0,14485213.0,2,0,0.0283,Fresh,Confirmed Accumulation,53.5122209212067,3.1,Confirmed Accumulation,116.0,,6.0,2.47,-3779.0,-0.05,-1.26,0.8,True,3.0,1.75,25,6,15,-2,44,Watchlist
NINSYS,Nintec Systems Limited,20039124.0,26000.0,17,30-06-2026,26000.0,17,20039124.0,770.74,0.0,0,2.0,20039124.0,0.0,20039124.0,0.0,False,False,False,712.75,47.23,794.42,536.21,127.8,-7.5,7.5,19-06-2026,30-06-2026,700.662,827.6113333333333,766.9428148148148,11,80,69,0,0,0,0,33,0.0,0.0,0.0,0.0,31061184.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,766.9428148148148,-7.1,Late — Poor Entry,1323.0,45.0,17.0,10.62,17.0,4.44,50.3,0.02,True,41.45,0.151,15,25,15,0,55,Buy on Breakout
GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,19941912.0,125738.0,3,16-06-2026,125738.0,3,19941912.0,158.6,0.0,0,1.99,19941912.0,0.0,19941912.0,0.0,False,False,False,267.6,64.63,231.64,166.94,94.7,68.7,68.7,08-06-2026,16-06-2026,157.53204,159.5321,158.5989279295042,8,91,83,0,0,0,0,1,0.0,0.0,0.0,0.0,7976605.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,158.5989279295042,68.7,Late — Poor Entry,2594.0,8.95,36.0,249.0,301.0,18.27,15.5,0.07,True,16.0,0.077,15,35,30,0,80,Strong Buy Setup
CSLFINANCE,CSL Finance Limited,19500047.0,208424.0,19,01-09-2026,100030.0,11,19500047.0,194.94,108394.0,8,1.95,19500047.0,0.0,19500047.0,0.0,False,False,False,251.77,47.71,222.91,250.07,-1.2,29.2,29.2,17-08-2026,01-09-2026,0.0,240.0,209.64654026807193,15,21,6,2,18,32,32,32,2400000.0,36600092.0,36600093.0,36600093.0,36600093.0,2400000.0,36600093.0,2,0,0.0656,Fresh,Confirmed Accumulation,209.64654026807193,20.1,Late — Poor Entry,566.0,6.52,19.0,,16.0,9.72,14.5,1.38,False,,0.345,20,12,20,0,52,Buy on Breakout
PNGSREVA,PNGS Reva Diamond Jewellery Limited,17516080.0,50238.0,3,25-06-2026,45238.0,2,17516080.0,387.2,5000.0,1,1.75,17516080.0,0.0,17516080.0,0.0,False,False,False,516.35,63.09,475.99,,25.4,33.4,33.4,18-06-2026,25-06-2026,387.21,0.0,387.1983730492064,7,81,74,0,0,0,0,3,0.0,0.0,0.0,0.0,17516080.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,387.1983730492064,33.4,Late — Poor Entry,1716.0,20.3,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.102,12,24,20,0,56,Buy on Breakout
NURECA,NURECA LIMITED,17377888.0,55287.0,11,28-08-2026,55287.0,11,17377888.0,314.32,0.0,0,1.74,17377888.0,0.0,17377888.0,0.0,False,False,False,322.7,63.24,299.35,277.92,14.3,2.7,2.7,24-07-2026,28-08-2026,301.14995815899584,335.9716666666667,316.1468258224667,35,45,10,0,8,8,15,15,0.0,6508340.0,6508340.0,20632058.0,20632058.0,0.0,6508340.0,2,0,0.0,Active,Confirmed Accumulation,316.1468258224667,2.1,Confirmed Accumulation,301.0,139.0,22.0,2.45,264.0,2.55,2.07,0.01,False,6.06,0.578,20,15,25,-3,57,Buy on Breakout
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,16566269.0,390107.0,26,02-09-2026,390107.0,26,16566269.0,42.47,0.0,0,1.66,16566269.0,0.0,16566269.0,0.0,False,False,False,42.96,71.79,40.7,39.7,17.4,1.2,1.2,09-06-2026,02-09-2026,40.9733893557423,41.23762857142857,42.05159572755449,85,90,5,12,16,20,20,32,14565821.0,18370361.0,22247438.0,22247438.0,24655363.0,14565821.0,22247438.0,1,0,0.6547,Fresh,Confirmed Accumulation,42.05159572755449,2.2,Confirmed Accumulation,426.0,106.0,246.0,0.91,10.0,0.14,2.16,-0.0,False,4.21,0.39,25,8,25,-5,53,Buy on Breakout
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,16388742.0,1313882.0,16,04-09-2026,1313882.0,16,16388742.0,12.47,0.0,0,1.64,16388742.0,0.0,16388742.0,0.0,False,False,False,13.02,69.12,11.3,13.45,-6.2,4.4,4.4,10-08-2026,04-09-2026,11.28707,13.110048262967956,12.43442394576657,25,28,3,3,9,17,17,17,1756804.0,5734082.0,16959087.0,16959087.0,16959087.0,1756804.0,16959087.0,1,0,0.1036,Fresh,Confirmed Accumulation,12.43442394576657,4.7,Confirmed Accumulation,401.0,1293.0,-61.0,,-98.0,0.01,2.46,0.44,True,,0.409,25,9,10,-3,41,Watchlist
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,16116903.0,22454.0,3,20-08-2026,22454.0,3,16116903.0,717.77,0.0,0,1.61,16116903.0,0.0,16116903.0,0.0,False,False,False,802.65,61.71,730.0,761.84,3.5,11.8,11.8,17-08-2026,20-08-2026,702.5034911525586,743.5308385308385,712.9228174663466,3,21,18,0,0,4,4,4,0.0,0.0,23461577.0,23461577.0,23461577.0,0.0,23461577.0,1,0,0.0,Active,Confirmed Accumulation,712.9228174663466,12.6,Mature — Wait for Pullback,298.0,,9.0,11.91,-184.0,31.98,0.27,0.1,True,57.93,0.54,20,14,25,0,59,Buy on Breakout
DBOL,Dhampur Bio Organics Limited,15157366.0,137268.0,6,06-08-2026,137268.0,6,15157366.0,110.42,0.0,0,1.52,15157366.0,0.0,15157366.0,0.0,False,False,False,124.99,50.45,114.93,102.25,25.0,13.2,13.2,25-06-2026,06-08-2026,111.72,110.98966666666666,110.42170061485561,42,74,32,0,0,0,4,6,0.0,0.0,0.0,5425406.0,15157366.0,0.0,0.0,2,0,0.0,Aging,Mature Accumulation,110.42170061485561,13.2,Mature — Wait for Pullback,838.0,34.4,2.0,11.0,618.0,5.78,4.95,1.03,True,2.0,0.181,15,13,30,-2,56,Buy on Breakout
DOLLAR,DOLLAR INDUSTRIES LIMITED,14833500.0,55000.0,1,24-06-2026,55000.0,1,14833500.0,269.7,0.0,0,1.48,14833500.0,0.0,14833500.0,0.0,False,False,False,264.25,73.09,268.1,292.39,-3.7,-2.0,2.0,24-06-2026,24-06-2026,269.7,269.7,269.7,0,75,75,0,0,0,0,1,0.0,0.0,0.0,0.0,14833500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,269.7,-2.0,Late — Poor Entry,1497.0,13.6,6.0,46.0,18.0,4.31,13.6,0.28,True,12.0,0.099,17,21,0,0,38,Fundamental Watch
STANLEY,STANLEY LIFESTYLES LIMITED,14688935.0,101000.0,1,03-06-2026,101000.0,1,14688935.0,145.44,0.0,0,1.47,14688935.0,0.0,14688935.0,0.0,False,False,False,135.48,56.81,148.36,166.92,-12.9,-6.8,6.8,03-06-2026,03-06-2026,145.435,145.435,145.435,0,96,96,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,145.435,-6.8,Late — Poor Entry,782.0,82.0,-7.0,5.15,-56.0,0.67,4.4,0.2,True,9.33,0.188,12,9,0,-3,18,Avoid
EIEL,ENVIRO INFRA ENGINEERS LIMITED,13430794.0,70000.0,3,02-09-2026,70000.0,3,13430794.0,191.87,0.0,0,1.34,13430794.0,0.0,13430794.0,0.0,False,False,False,199.17,70.02,214.45,194.79,30.5,3.8,3.8,31-08-2026,02-09-2026,196.0,189.75001109680855,191.86848571428573,2,7,5,2,3,3,3,3,11966478.0,13430794.0,13430794.0,13430794.0,13430794.0,11966478.0,13430794.0,2,0,0.891,Fresh,Early Accumulation,191.86848571428573,3.8,Early Accumulation,3504.0,20.8,-4.0,51.0,-9.0,2.04,20.8,0.15,False,21.0,0.038,20,12,20,0,52,Buy on Breakout
MBEL,M & B Engineering Limited,12860369.0,44000.0,4,16-06-2026,44000.0,4,12860369.0,292.28,0.0,0,1.29,12860369.0,0.0,12860369.0,0.0,False,False,False,270.15,70.45,294.95,320.16,-7.5,-7.6,7.6,11-06-2026,16-06-2026,283.0559166666667,309.5979,297.217890625,5,88,83,0,0,0,0,6,0.0,0.0,0.0,0.0,19021945.0,0.0,0.0,4,0,0.0,Stale,Stale Accumulation,297.217890625,-9.1,Late — Poor Entry,1541.0,19.5,13.0,21.0,-4.0,2.56,19.9,0.13,False,8.0,0.084,20,12,0,0,32,Fundamental Watch
VIVIANA,VIVIANA POWER TECH LIMITED,12408320.0,15222.0,3,29-06-2026,15222.0,3,12408320.0,815.16,0.0,0,1.24,12408320.0,0.0,12408320.0,0.0,False,False,False,804.7,73.2,741.56,,-11.5,-1.3,1.3,19-06-2026,29-06-2026,792.1204188481676,827.541219456497,815.1570095913809,10,80,70,0,0,0,0,3,0.0,0.0,0.0,0.0,12408320.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,815.1570095913809,-1.3,Late — Poor Entry,787.0,14.3,185.0,11.55,204.0,6.84,50.7,0.81,True,16.07,0.158,20,22,5,0,47,Watchlist
ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,11994750.0,697858.0,6,04-09-2026,697858.0,6,11994750.0,17.19,0.0,0,1.2,11994750.0,0.0,11994750.0,0.0,False,False,False,17.89,58.19,14.2,15.05,18.2,4.1,4.1,27-08-2026,04-09-2026,16.274902564102565,17.962781818181817,17.187952276824223,8,11,3,3,6,6,6,6,6336223.0,11994750.0,11994750.0,11994750.0,11994750.0,6336223.0,11994750.0,1,0,0.5282,Fresh,Early Accumulation,17.187952276824223,4.1,Early Accumulation,341.0,77.7,111.0,5.69,70.0,0.28,2.19,0.17,False,40.01,0.352,20,15,20,-3,52,Buy on Breakout
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,11080000.0,45500.0,3,25-08-2026,45500.0,3,11080000.0,243.52,0.0,0,1.11,11080000.0,0.0,11080000.0,0.0,False,False,False,254.45,67.65,249.74,180.75,67.3,4.5,4.5,06-08-2026,25-08-2026,230.0,271.0,238.0921052631579,19,32,13,0,1,1,5,5,0.0,4065000.0,4065000.0,18095000.0,18095000.0,0.0,4065000.0,2,0,0.0,Active,Confirmed Accumulation,238.0921052631579,6.9,Confirmed Accumulation,740.0,61.8,3.0,2.99,97.0,1.0,11.6,0.0,True,16.21,0.15,20,16,25,-3,58,Buy on Breakout
ARSSBL,Anand Rathi Share and Stock Brokers Limited,10900691.0,20000.0,1,16-06-2026,20000.0,1,10900691.0,545.03,0.0,0,1.09,10900691.0,0.0,10900691.0,0.0,False,False,False,515.05,69.9,526.62,560.2,4.8,-5.5,5.5,16-06-2026,16-06-2026,545.03455,545.03455,545.03455,0,83,83,0,0,0,0,2,0.0,0.0,0.0,0.0,21801382.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,545.03455,-5.5,Late — Poor Entry,3257.0,22.1,17.0,97.0,53.0,3.73,19.8,0.62,True,40.0,0.033,17,27,5,0,49,Watchlist
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,10836064.0,63000.0,3,03-09-2026,63000.0,3,10836064.0,172.0,0.0,0,1.08,10836064.0,0.0,10836064.0,0.0,False,False,False,167.97,74.59,190.55,540.97,-87.7,-2.3,2.3,25-08-2026,03-09-2026,180.9767857142857,169.00597142857143,170.93135714285714,9,13,4,4,8,8,8,8,23660836.0,33502546.0,33502546.0,33502546.0,33502546.0,23660836.0,33502546.0,1,0,0.7062,Fresh,Early Accumulation,170.93135714285714,-1.7,Early Accumulation,2054.0,47.2,20.0,17.0,83.0,0.8,30.3,0.2,True,23.0,0.053,20,30,0,0,50,Buy on Breakout
SIGIND,Signet Industries Limited,10402494.0,147869.0,9,28-08-2026,147869.0,9,10402494.0,70.35,0.0,0,1.04,10402494.0,0.0,10402494.0,0.0,False,False,False,70.37,72.57,57.73,51.68,51.8,0.0,0.0,17-08-2026,28-08-2026,68.80343785960875,71.52151385447173,70.34939033874578,11,21,10,0,4,9,9,9,0.0,3378057.0,10402494.0,10402494.0,10402494.0,0.0,10402494.0,1,0,0.0,Active,Confirmed Accumulation,70.34939033874578,0.0,Confirmed Accumulation,205.0,8.69,17.0,27.97,17.0,2.73,13.7,1.86,True,9.14,0.507,25,23,25,0,73,Strong Buy Setup
VISAKAIND,Visaka Industries Limited,9980229.0,135049.0,8,18-06-2026,135049.0,8,9980229.0,73.9,0.0,0,1.0,9980229.0,0.0,9980229.0,0.0,False,False,False,93.37,48.42,86.83,71.9,54.7,26.3,26.3,04-06-2026,18-06-2026,71.67635807192043,77.27906976744185,73.90079896926301,14,95,81,0,0,0,0,3,0.0,0.0,0.0,0.0,2982877.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,73.90079896926301,26.3,Late — Poor Entry,800.0,11.9,11.0,88.0,439.0,5.79,7.03,0.36,True,15.0,0.125,15,21,30,0,66,Strong Buy Setup
GREENPANEL,Greenpanel Industries Limited,9904150.0,61500.0,1,28-08-2026,61500.0,1,9904150.0,161.04,0.0,0,0.99,9904150.0,0.0,9904150.0,0.0,False,False,False,158.32,53.12,182.52,206.33,-22.1,-1.7,1.7,28-08-2026,28-08-2026,161.0430894308943,161.0430894308943,161.0430894308943,0,10,10,0,2,2,2,2,0.0,19808300.0,19808300.0,19808300.0,19808300.0,0.0,19808300.0,1,0,0.0,Active,Confirmed Accumulation,161.0430894308943,-1.7,Confirmed Accumulation,2007.0,299.0,12.0,29.89,-69.0,0.1,-0.4,0.27,True,8.54,0.049,12,14,0,-3,23,Avoid
BMWVENTLTD,BMW VENTURES LIMITED,9023141.0,150000.0,2,06-08-2026,150000.0,2,9023141.0,60.15,0.0,0,0.9,9023141.0,0.0,9023141.0,0.0,False,False,False,55.36,73.01,57.62,59.04,-5.4,-8.0,8.0,05-08-2026,06-08-2026,60.09327058823529,60.23404615384615,60.1322085106383,1,33,32,0,0,0,3,3,0.0,0.0,0.0,14131069.0,14131069.0,0.0,0.0,1,0,0.0,Aging,Mature Accumulation,60.1322085106383,-7.9,Mature — Wait for Pullback,480.0,12.0,19.0,21.0,20.0,1.22,12.0,0.58,True,3.4,0.188,17,23,0,-2,38,Fundamental Watch
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,8952807.0,300659.0,12,25-06-2026,300659.0,12,8952807.0,29.78,0.0,0,0.9,8952807.0,0.0,8952807.0,0.0,False,False,False,28.71,69.03,27.22,24.65,45.0,-3.6,3.6,08-06-2026,25-06-2026,29.0198125,30.0,29.739218400291158,17,91,74,0,0,0,0,13,0.0,0.0,0.0,0.0,6638943.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,29.739218400291158,-3.5,Late — Poor Entry,120.0,86.4,-1.0,0.4,26.0,0.59,-0.18,0.0,False,21.51,0.75,25,10,20,-3,52,Buy on Breakout
BHAGERIA,Bhageria Industries Limited,8227124.0,37774.0,5,26-08-2026,37774.0,5,8227124.0,217.8,0.0,0,0.82,8227124.0,0.0,8227124.0,0.0,False,False,False,304.65,71.75,218.77,182.66,99.5,39.9,39.9,20-08-2026,26-08-2026,204.64325383861484,222.87,215.9638691452524,6,18,12,0,3,6,6,6,0.0,5939298.0,9479950.0,9479950.0,9479950.0,0.0,9479950.0,1,0,0.0,Active,Confirmed Accumulation,215.9638691452524,41.1,Late — Poor Entry,1389.0,18.7,55.0,40.0,54.0,8.23,11.0,0.01,True,14.0,0.059,20,26,30,0,76,Strong Buy Setup
TIGERLOGS,Tiger Logistics (India) Limited,8106650.0,234000.0,11,24-08-2026,234000.0,11,8106650.0,34.64,0.0,0,0.81,8106650.0,0.0,8106650.0,0.0,False,False,False,28.61,61.81,30.34,32.99,-4.7,-17.4,17.4,05-06-2026,24-08-2026,34.8071,29.75,34.64380341880342,80,94,14,0,1,3,3,10,0.0,743750.0,2202750.0,2202750.0,7758579.0,0.0,2202750.0,1,0,0.0,Active,Confirmed Accumulation,34.64380341880342,-17.4,Confirmed Accumulation,299.0,15.8,16.0,2.79,-30.0,0.21,17.6,0.31,False,1.83,0.271,20,12,0,-2,30,Fundamental Watch
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,7888642.0,16359.0,6,02-09-2026,16359.0,6,7888642.0,482.22,0.0,0,0.79,7888642.0,0.0,7888642.0,0.0,False,False,False,531.05,62.09,490.48,488.21,16.5,10.1,10.1,26-08-2026,02-09-2026,473.208,496.2672,482.2203068647228,7,12,5,2,6,6,6,6,2234158.0,7888642.0,7888642.0,7888642.0,7888642.0,2234158.0,7888642.0,1,0,0.2832,Fresh,Early Accumulation,482.2203068647228,10.1,Mature — Wait for Pullback,917.0,9.02,7.0,30.0,0.0,14.66,14.4,0.01,True,14.0,0.086,15,14,30,0,59,Buy on Breakout
LAOPALA,LA OPALA RG LIMITED,7874393.0,45000.0,1,08-06-2026,45000.0,1,7874393.0,174.99,0.0,0,0.79,7874393.0,0.0,7874393.0,0.0,False,False,False,173.9,65.64,183.01,189.56,-12.2,-0.6,0.6,08-06-2026,08-06-2026,174.9865111111111,174.9865111111111,174.9865111111111,0,91,91,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,174.9865111111111,-0.6,Late — Poor Entry,1914.0,20.2,-3.0,26.0,-4.0,2.36,14.2,0.01,True,36.0,0.041,17,14,0,0,31,Fundamental Watch
TTL,T T LIMITED,7666605.0,1166493.0,13,04-09-2026,1166493.0,13,7666605.0,6.57,0.0,0,0.77,7666605.0,0.0,7666605.0,0.0,False,False,False,6.81,58.66,6.45,7.91,-26.5,3.7,3.7,18-06-2026,04-09-2026,6.936243093922652,6.867708170598344,6.5723540561323555,78,81,3,3,6,11,11,13,2734770.0,4703774.0,7053293.0,7053293.0,7666605.0,2734770.0,7053293.0,2,0,0.3877,Fresh,Confirmed Accumulation,6.5723540561323555,3.6,Confirmed Accumulation,172.0,325.0,-14.0,2.64,124.0,0.03,5.82,0.64,False,5.69,0.448,20,7,10,-3,34,Fundamental Watch
OMPOWER,Om Power Transmission Limited,7447179.0,40763.0,3,24-06-2026,40763.0,3,7447179.0,182.69,0.0,0,0.74,7447179.0,0.0,7447179.0,0.0,False,False,False,175.68,69.05,170.81,,-9.2,-3.8,3.8,24-06-2026,24-06-2026,182.8989522537093,181.8687130477039,182.6945759634963,0,75,75,0,0,0,0,3,0.0,0.0,0.0,0.0,7447179.0,0.0,0.0,3,0,0.0,Stale,Stale Accumulation,182.6945759634963,-3.8,Late — Poor Entry,585.0,13.9,61.0,15.0,82.0,3.07,42.7,0.35,False,12.0,0.126,20,19,5,0,44,Watchlist
VSTL,VIBHOR STEEL TUBES LIMITED,7207168.0,63496.0,13,03-09-2026,63496.0,13,7207168.0,113.51,0.0,0,0.72,7207168.0,0.0,7207168.0,0.0,False,False,False,117.66,73.48,111.23,119.54,4.8,3.7,3.7,08-06-2026,03-09-2026,116.12625850340136,115.10722222222222,113.5917789436032,87,91,4,5,7,10,10,13,1640584.0,3936339.0,4899099.0,4899099.0,6295322.0,1640584.0,4899099.0,1,0,0.3349,Fresh,Confirmed Accumulation,113.5917789436032,3.6,Confirmed Accumulation,231.0,27.5,21.0,12.07,-29.0,1.02,7.92,0.98,True,4.11,0.312,25,11,15,-2,49,Watchlist
BLBLIMITED,BLB LIMITED,6872302.0,428014.0,7,04-09-2026,428014.0,7,6872302.0,16.06,0.0,0,0.69,6872302.0,0.0,6872302.0,0.0,False,False,False,16.68,45.35,16.03,15.86,-3.2,3.9,3.9,25-08-2026,04-09-2026,16.01999983630173,16.6600043098804,16.056255169223437,10,13,3,3,7,7,7,7,1596876.0,6872302.0,6872302.0,6872302.0,6872302.0,1596876.0,6872302.0,1,0,0.2324,Fresh,Early Accumulation,16.056255169223437,3.9,Early Accumulation,,3.2,117.0,9.95,311.0,1.05,40.2,0.0,True,10.67,,15,25,20,0,60,Buy on Breakout
RSL,RAJPUTANA STAINLESS LIMITED,6545735.0,50000.0,1,16-06-2026,50000.0,1,6545735.0,130.91,0.0,0,0.65,6545735.0,0.0,6545735.0,0.0,False,False,False,181.5,57.03,148.15,,60.6,38.6,38.6,16-06-2026,16-06-2026,130.9147,130.9147,130.9147,0,83,83,0,0,0,0,1,0.0,0.0,0.0,0.0,6545735.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,130.9147,38.6,Late — Poor Entry,1549.0,26.4,8.0,29.0,25.0,2.42,25.2,0.19,True,9.0,0.042,12,25,15,0,52,Buy on Breakout
FOCUS,Focus Lighting And Fixtures Limited,5331774.0,80165.0,1,27-08-2026,80165.0,1,5331774.0,66.51,0.0,0,0.53,5331774.0,0.0,5331774.0,0.0,False,False,False,63.37,56.8,72.99,74.63,-1.1,-4.7,4.7,27-08-2026,27-08-2026,66.50999812885922,66.50999812885922,66.50999812885922,0,11,11,0,1,1,1,1,0.0,5331774.0,5331774.0,5331774.0,5331774.0,0.0,5331774.0,1,0,0.0,Active,Mature Accumulation,66.50999812885922,-4.7,Confirmed Accumulation,429.0,69.9,13.0,6.15,-54.0,0.42,6.55,0.16,True,13.36,0.124,12,9,0,-3,18,Avoid
LYKALABS,Lyka Labs Limited,4975280.0,70143.0,6,29-06-2026,70143.0,6,4975280.0,70.93,0.0,0,0.5,4975280.0,0.0,4975280.0,0.0,False,False,False,78.36,54.81,69.48,67.89,29.1,10.5,10.5,24-06-2026,29-06-2026,67.9138,72.91204437400951,70.8138321452411,5,75,70,0,0,0,0,16,0.0,0.0,0.0,0.0,13897427.0,0.0,0.0,5,0,0.0,Stale,Stale Accumulation,70.8138321452411,10.7,Late — Poor Entry,291.0,,0.0,4.59,-215.0,0.58,-4.65,0.56,True,10.85,0.172,15,6,30,0,51,Buy on Breakout
UYFINCORP,U. Y. Fincorp Limited,4960333.0,236123.0,3,19-08-2026,236123.0,3,4960333.0,21.01,0.0,0,0.5,4960333.0,0.0,4960333.0,0.0,False,False,False,19.73,70.87,18.44,15.17,43.2,-6.1,6.1,17-08-2026,19-08-2026,21.272817872269744,21.034486666666666,21.00741139152052,2,21,19,0,0,3,3,3,0.0,0.0,4960333.0,4960333.0,4960333.0,0.0,4960333.0,1,0,0.0,Active,Confirmed Accumulation,21.00741139152052,-6.1,Confirmed Accumulation,380.0,6.13,118.0,,391.0,1.03,18.5,0.01,False,,0.132,20,19,20,0,59,Buy on Breakout
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,4945348.0,9000.0,1,16-06-2026,9000.0,1,4945348.0,549.48,0.0,0,0.49,4945348.0,0.0,4945348.0,0.0,False,False,False,473.0,56.22,528.13,574.64,-5.9,-13.9,13.9,16-06-2026,16-06-2026,549.4831111111112,549.4831111111112,549.4831111111112,0,83,83,0,0,0,0,2,0.0,0.0,0.0,0.0,9890696.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,549.4831111111112,-13.9,Late — Poor Entry,5751.0,29.9,13.0,59.0,-52.0,3.48,24.3,0.26,True,7.0,0.009,12,18,0,0,30,Fundamental Watch
WCIL,WESTERN CARRIERS (INDIA) LIMITED,4706679.0,46106.0,4,30-06-2026,46106.0,4,4706679.0,102.08,0.0,0,0.47,4706679.0,0.0,4706679.0,0.0,False,False,False,83.38,71.89,90.55,103.31,-23.6,-18.3,18.3,16-06-2026,30-06-2026,99.68,100.7,102.08387194725198,14,83,69,0,0,0,0,4,0.0,0.0,0.0,0.0,4706679.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,102.08387194725198,-18.3,Late — Poor Entry,841.0,22.9,9.0,18.68,-36.0,0.85,6.79,0.26,False,4.02,0.056,20,8,0,-2,26,Avoid
