Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,52WeekHigh,52WeekLow,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
RGL,Renaissance Global Limited,30063761.0,297965.0,2,11-06-2026,297965.0,2,30063761.0,100.9,0.0,0,3.01,30063761.0,0.0,30063761.0,0.0,False,False,False,156.48,159.0,85.0,69.56,126.33,115.82,54.2,55.1,55.1,10-06-2026,11-06-2026,95.70170033911258,101.7464416945539,100.89695434027486,1,92,91,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,100.89695434027486,55.1,Late — Poor Entry,1693.0,59.0,7.0,22.0,0.0,0.95,5.75,0.52,True,5.0,0.178,17,11,30,0,58,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,333.3,515.9,272.35,67.69,334.17,344.8,6.3,12.1,12.1,12-06-2026,12-06-2026,297.30147,297.30147,297.30147,0,90,90,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,297.30147,12.1,Late — Poor Entry,1125.0,20.0,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.264,22,21,10,0,53,Buy on Breakout
ASHAPURMIN,ASHAPURA MINECHEM LIMITED,29200553.0,50000.0,2,27-08-2026,50000.0,2,29200553.0,584.01,0.0,0,2.92,29200553.0,0.0,29200553.0,0.0,False,False,False,542.05,924.9,455.1,45.33,638.0,655.47,5.4,-7.2,7.2,26-08-2026,27-08-2026,584.31052,583.7116,584.01106,1,15,14,0,1,2,2,2,0.0,14592790.0,29200553.0,29200553.0,29200553.0,0.0,29200553.0,1,0,0.0,Active,Confirmed Accumulation,584.01106,-7.2,Confirmed Accumulation,5186.0,34.4,9.0,33.0,67.0,2.59,36.6,0.12,True,30.0,0.056,12,25,5,0,42,Watchlist
KCP,KCP LIMITED,28614885.0,177816.0,6,30-06-2026,177816.0,6,28614885.0,160.92,0.0,0,2.86,28614885.0,5240000.0,23374885.0,18.31,True,False,False,162.21,207.8,125.0,43.93,163.59,166.45,6.8,0.8,0.8,10-06-2026,30-06-2026,160.1966035417016,140.46881505537513,160.92412943717102,20,92,72,0,0,0,0,4,0.0,0.0,0.0,0.0,12589598.0,0.0,0.0,1,1,0.0,Stale,Stale Accumulation,160.92412943717102,0.8,Late — Poor Entry,2098.0,17.8,10.0,18.51,186.0,0.04,14.3,0.49,True,4.76,0.136,13,21,10,-2,42,Watchlist
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,27753590.0,122664.0,4,30-07-2026,122664.0,4,27753590.0,226.26,0.0,0,2.78,27753590.0,0.0,27753590.0,0.0,False,False,False,246.96,293.11,209.96,42.78,230.04,241.72,-4.4,9.1,9.1,25-06-2026,30-07-2026,224.8249,234.38820971249095,226.137393857188,35,77,42,0,0,0,2,10,0.0,0.0,0.0,9701328.0,60852442.0,0.0,0.0,3,0,0.0,Aging,Mature Accumulation,226.137393857188,9.2,Mature — Wait for Pullback,1552.0,18.4,6.0,44.0,1.0,5.33,5.09,0.0,True,9.0,0.179,15,14,20,0,49,Watchlist
MANINFRA,MAN INFRACONSTRUCTION LIMITED,26297500.0,250000.0,1,25-06-2026,250000.0,1,26297500.0,105.19,0.0,0,2.63,26297500.0,0.0,26297500.0,0.0,False,False,False,128.66,160.39,77.12,67.15,109.07,112.04,32.7,22.3,22.3,25-06-2026,25-06-2026,105.19,105.19,105.19,0,77,77,0,0,0,0,3,0.0,0.0,0.0,0.0,78892500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,105.19,22.3,Late — Poor Entry,5182.0,33.8,-25.0,71.0,-11.0,1.48,10.7,0.0,True,69.0,0.051,17,14,20,0,51,Buy on Breakout
NIITMTS,NIIT Learning Systems Limited,25294862.0,112588.0,4,09-06-2026,112588.0,4,25294862.0,224.67,0.0,0,2.53,25294862.0,0.0,25294862.0,0.0,False,False,False,224.64,443.9,203.3,34.84,236.24,303.57,-28.1,-0.0,0.0,08-06-2026,09-06-2026,224.11,225.7899861657976,224.6674778839663,1,94,93,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,224.6674778839663,-0.0,Late — Poor Entry,3096.0,25.8,6.0,22.0,-8.0,2.06,18.3,0.03,True,16.0,0.082,15,18,0,0,33,Fundamental Watch
PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,21291589.0,29001.0,4,04-09-2026,29001.0,4,21291589.0,734.17,0.0,0,2.13,21291589.0,0.0,21291589.0,0.0,False,False,False,1094.2,1160.0,605.0,61.71,752.11,769.23,35.8,49.0,49.0,17-08-2026,04-09-2026,702.5034911525586,790.3904078203758,725.7771441605839,18,24,6,1,1,5,5,5,5174686.0,5174686.0,28636263.0,28636263.0,28636263.0,5174686.0,28636263.0,1,0,0.1807,Fresh,Confirmed Accumulation,725.7771441605839,50.8,Late — Poor Entry,339.0,,9.0,11.91,-184.0,31.98,0.27,0.1,True,57.93,0.628,20,14,25,0,59,Buy on Breakout
OBCL,OBCL LIMITED,20696794.0,386598.0,10,07-09-2026,386598.0,10,20696794.0,53.54,0.0,0,2.07,20696794.0,0.0,20696794.0,0.0,False,False,False,55.89,62.0,46.51,67.23,54.02,55.11,1.4,4.4,4.4,09-06-2026,07-09-2026,55.49588477366255,54.897298947047155,53.53569858095489,90,93,3,1,2,6,9,9,359742.0,769644.0,14465113.0,18404259.0,18404259.0,359742.0,14465113.0,2,0,0.0249,Fresh,Confirmed Accumulation,53.53569858095489,4.4,Confirmed Accumulation,118.0,,6.0,2.47,-3779.0,-0.05,-1.26,0.8,True,3.0,1.754,25,6,20,-2,49,Watchlist
SINCLAIR,SINCLAIRS HOTELS LIMITED,20597566.0,257067.0,7,08-09-2026,257067.0,7,20597566.0,80.13,0.0,0,2.06,20597566.0,0.0,20597566.0,0.0,False,False,False,81.58,114.75,68.82,62.78,76.76,78.11,11.4,1.8,1.8,09-06-2026,08-09-2026,75.79266974550457,85.6138603589584,80.12528251389716,91,93,2,2,5,5,5,5,2155194.0,16602160.0,16602160.0,16602160.0,16602160.0,2155194.0,16602160.0,1,0,0.1298,Fresh,Confirmed Accumulation,80.12528251389716,1.8,Confirmed Accumulation,419.0,38.8,21.0,8.39,-19.0,1.54,8.73,0.28,True,41.64,0.492,20,14,20,0,54,Buy on Breakout
NINSYS,Nintec Systems Limited,20039124.0,26000.0,17,30-06-2026,26000.0,17,20039124.0,770.74,0.0,0,2.0,20039124.0,0.0,20039124.0,0.0,False,False,False,708.45,935.0,281.05,47.23,784.33,542.12,141.4,-8.1,8.1,19-06-2026,30-06-2026,700.662,827.6113333333333,766.9428148148148,11,83,72,0,0,0,0,33,0.0,0.0,0.0,0.0,31061184.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,766.9428148148148,-7.6,Late — Poor Entry,1310.0,44.6,17.0,10.62,17.0,4.44,50.3,0.02,True,41.45,0.153,15,25,15,0,55,Buy on Breakout
CSLFINANCE,CSL Finance Limited,19500047.0,208424.0,19,01-09-2026,100030.0,11,19500047.0,194.94,108394.0,8,1.95,19500047.0,0.0,19500047.0,0.0,False,False,False,241.04,324.7,209.7,47.71,224.02,248.78,-1.4,23.6,23.6,17-08-2026,01-09-2026,0.0,240.0,209.64654026807193,15,24,9,0,8,32,32,32,0.0,14559112.0,36600093.0,36600093.0,36600093.0,0.0,36600093.0,2,0,0.0,Active,Confirmed Accumulation,209.64654026807193,15.0,Mature — Wait for Pullback,550.0,6.32,19.0,,16.0,9.72,14.5,1.38,False,,0.355,20,12,15,0,47,Watchlist
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,18206006.0,1443465.0,19,09-09-2026,1443465.0,19,18206006.0,12.61,0.0,0,1.82,18206006.0,0.0,18206006.0,0.0,False,False,False,14.19,23.9,9.05,69.12,11.61,13.37,2.4,12.5,12.5,10-08-2026,09-09-2026,11.28707,13.984793451154722,12.572340831556147,30,31,1,4,9,18,20,20,2721818.0,4953873.0,12426652.0,18776351.0,18776351.0,2721818.0,12426652.0,1,0,0.219,Fresh,Confirmed Accumulation,12.572340831556147,12.9,Mature — Wait for Pullback,403.0,1301.0,-61.0,,-98.0,0.01,2.46,0.44,True,,0.452,25,9,25,-3,56,Buy on Breakout
NURECA,NURECA LIMITED,18048688.0,57337.0,14,09-09-2026,57337.0,14,18048688.0,314.78,0.0,0,1.8,18048688.0,0.0,18048688.0,0.0,False,False,False,343.55,358.0,204.0,63.24,306.81,279.13,30.8,9.1,9.1,24-07-2026,09-09-2026,301.14995815899584,334.0,316.4840516408908,47,48,1,3,9,11,18,18,670800.0,6552676.0,7179140.0,21302858.0,21302858.0,670800.0,7179140.0,2,0,0.0934,Fresh,Confirmed Accumulation,316.4840516408908,8.6,Confirmed Accumulation,329.0,152.0,22.0,2.45,264.0,2.55,2.07,0.01,False,6.06,0.547,20,15,30,-3,62,Buy on Breakout
PNGSREVA,PNGS REVA DIAMOND JEWELLERY LIMITED,17516080.0,50238.0,3,25-06-2026,45238.0,2,17516080.0,387.2,5000.0,1,1.75,17516080.0,0.0,17516080.0,0.0,False,False,False,504.7,644.0,324.25,63.09,486.26,,30.6,30.3,30.3,18-06-2026,25-06-2026,387.21,0.0,387.1983730492064,7,84,77,0,0,0,0,3,0.0,0.0,0.0,0.0,17516080.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,387.1983730492064,30.3,Late — Poor Entry,1602.0,19.0,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.109,12,24,20,0,56,Buy on Breakout
GOKUL,GOKUL REFOILS AND SOLVENT LIMITED,16566269.0,390107.0,26,02-09-2026,390107.0,26,16566269.0,42.47,0.0,0,1.66,16566269.0,0.0,16566269.0,0.0,False,False,False,42.61,46.8,31.0,71.79,40.78,39.77,6.5,0.3,0.3,09-06-2026,02-09-2026,40.9733893557423,41.23762857142857,42.05159572755449,85,93,8,0,12,20,20,26,0.0,14565821.0,22247438.0,22247438.0,23437996.0,0.0,22247438.0,1,0,0.0,Active,Confirmed Accumulation,42.05159572755449,1.3,Confirmed Accumulation,425.0,105.0,246.0,0.91,10.0,0.14,2.16,0.0,False,4.21,0.391,25,8,25,-5,53,Buy on Breakout
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,15391833.0,30573.0,11,10-09-2026,30573.0,11,15391833.0,503.45,0.0,0,1.54,15391833.0,0.0,15391833.0,0.0,False,False,False,517.1,636.5,382.4,62.09,493.88,488.1,22.3,2.7,2.7,26-08-2026,10-09-2026,473.208,522.3639177134535,503.4452948680208,15,15,0,4,10,11,11,11,7429458.0,14918625.0,15391833.0,15391833.0,15391833.0,7429458.0,15391833.0,2,0,0.4827,Fresh,Confirmed Accumulation,503.4452948680208,2.7,Confirmed Accumulation,903.0,8.88,7.0,30.0,0.0,14.66,14.4,0.01,True,14.0,0.171,15,14,25,0,54,Buy on Breakout
DBOL,Dhampur Bio Organics Limited,15157366.0,137268.0,6,06-08-2026,137268.0,6,15157366.0,110.42,0.0,0,1.52,15157366.0,0.0,15157366.0,0.0,False,False,False,120.38,139.0,69.0,50.45,115.87,103.33,21.5,9.0,9.0,25-06-2026,06-08-2026,111.72,110.98966666666666,110.42170061485561,42,77,35,0,0,0,4,6,0.0,0.0,0.0,5425406.0,15157366.0,0.0,0.0,2,0,0.0,Aging,Mature Accumulation,110.42170061485561,9.0,Mature — Wait for Pullback,799.0,32.8,2.0,11.0,618.0,5.78,4.95,1.03,True,2.0,0.19,15,13,30,-2,56,Buy on Breakout
DOLLAR,DOLLAR INDUSTRIES LIMITED,14833500.0,55000.0,1,24-06-2026,55000.0,1,14833500.0,269.7,0.0,0,1.48,14833500.0,0.0,14833500.0,0.0,False,False,False,271.8,396.0,220.5,73.09,268.03,290.46,6.7,0.8,0.8,24-06-2026,24-06-2026,269.7,269.7,269.7,0,78,78,0,0,0,0,1,0.0,0.0,0.0,0.0,14833500.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,269.7,0.8,Late — Poor Entry,1536.0,13.9,6.0,46.0,18.0,4.31,13.6,0.28,True,12.0,0.096,17,21,15,0,53,Buy on Breakout
EIEL,ENVIRO INFRA ENGINEERS LIMITED,13430794.0,70000.0,3,02-09-2026,70000.0,3,13430794.0,191.87,0.0,0,1.34,13430794.0,0.0,13430794.0,0.0,False,False,False,211.65,276.1,134.71,70.02,212.83,194.37,54.3,10.3,10.3,31-08-2026,02-09-2026,196.0,189.75001109680855,191.86848571428573,2,10,8,0,3,3,3,3,0.0,13430794.0,13430794.0,13430794.0,13430794.0,0.0,13430794.0,2,0,0.0,Active,Confirmed Accumulation,191.86848571428573,10.3,Mature — Wait for Pullback,3718.0,22.0,-4.0,51.0,-9.0,2.04,20.8,0.15,False,21.0,0.036,20,12,25,0,57,Buy on Breakout
SIGIND,Signet Industries Limited,13199494.0,187260.0,11,07-09-2026,187260.0,11,13199494.0,70.49,0.0,0,1.32,13199494.0,0.0,13199494.0,0.0,False,False,False,71.12,74.99,40.66,72.57,59.47,51.94,60.0,0.9,0.9,17-08-2026,07-09-2026,68.80343785960875,71.08530041036792,70.48752536580156,21,24,3,2,5,11,11,11,2797000.0,5480343.0,13199494.0,13199494.0,13199494.0,2797000.0,13199494.0,1,0,0.2119,Fresh,Confirmed Accumulation,70.48752536580156,0.9,Confirmed Accumulation,207.0,8.81,17.0,27.97,17.0,2.73,13.7,1.86,True,9.14,0.638,25,23,25,0,73,Strong Buy Setup
MBEL,M & B Engineering Limited,12860369.0,44000.0,4,16-06-2026,44000.0,4,12860369.0,292.28,0.0,0,1.29,12860369.0,0.0,12860369.0,0.0,False,False,False,259.35,535.9,223.05,70.45,290.82,317.0,-10.0,-11.3,11.3,11-06-2026,16-06-2026,283.0559166666667,309.5979,297.217890625,5,91,86,0,0,0,0,4,0.0,0.0,0.0,0.0,12323152.0,0.0,0.0,4,0,0.0,Stale,Stale Accumulation,297.217890625,-12.7,Late — Poor Entry,1478.0,18.8,13.0,21.0,-4.0,2.56,19.9,0.13,False,8.0,0.087,20,12,0,0,32,Fundamental Watch
INDOCO,INDOCO REMEDIES LIMITED,12657065.0,52930.0,8,09-09-2026,52930.0,8,12657065.0,239.13,0.0,0,1.27,12657065.0,0.0,12657065.0,0.0,False,False,False,254.25,332.2,162.19,58.75,236.98,222.68,30.8,6.3,6.3,31-08-2026,09-09-2026,244.848,238.3013906099408,239.1283771018326,9,10,1,4,8,8,8,8,9244605.0,12657065.0,12657065.0,12657065.0,12657065.0,9244605.0,12657065.0,4,0,0.7304,Fresh,Early Accumulation,239.1283771018326,6.3,Early Accumulation,2347.0,109.0,13.0,42.0,141.0,8.92,4.33,0.69,True,10.0,0.054,15,18,30,-3,60,Buy on Breakout
VIVIANA,VIVIANA POWER TECH LIMITED,12408320.0,15222.0,3,29-06-2026,15222.0,3,12408320.0,815.16,0.0,0,1.24,12408320.0,0.0,12408320.0,0.0,False,False,False,769.15,1162.5,565.0,73.2,736.74,,-15.4,-5.6,5.6,19-06-2026,29-06-2026,792.1204188481676,827.541219456497,815.1570095913809,10,83,73,0,0,0,0,3,0.0,0.0,0.0,0.0,12408320.0,0.0,0.0,2,0,0.0,Stale,Stale Accumulation,815.1570095913809,-5.6,Late — Poor Entry,779.0,14.2,185.0,11.55,204.0,6.84,50.7,0.81,True,16.07,0.159,20,22,5,0,47,Watchlist
ALMONDZ,ALMONDZ GLOBAL SECURITIES LIMITED,11994750.0,697858.0,6,04-09-2026,697858.0,6,11994750.0,17.19,0.0,0,1.2,11994750.0,0.0,11994750.0,0.0,False,False,False,19.54,22.1,10.68,58.19,14.71,15.08,37.5,13.7,13.7,27-08-2026,04-09-2026,16.274902564102565,17.962781818181817,17.187952276824223,8,14,6,1,6,6,6,6,1975906.0,11994750.0,11994750.0,11994750.0,11994750.0,1975906.0,11994750.0,1,0,0.1647,Fresh,Early Accumulation,17.187952276824223,13.7,Mature — Wait for Pullback,344.0,78.4,111.0,5.69,70.0,0.28,2.19,0.17,False,40.01,0.349,20,15,25,-3,57,Buy on Breakout
CHEMBONDCH,CHEMBOND CHEMICALS LIMITED,11080000.0,45500.0,3,25-08-2026,45500.0,3,11080000.0,243.52,0.0,0,1.11,11080000.0,0.0,11080000.0,0.0,False,False,False,249.75,290.0,104.85,67.65,252.65,182.87,86.5,2.6,2.6,06-08-2026,25-08-2026,230.0,271.0,238.0921052631579,19,35,16,0,0,1,5,5,0.0,0.0,4065000.0,18095000.0,18095000.0,0.0,4065000.0,2,0,0.0,Active,Confirmed Accumulation,238.0921052631579,4.9,Confirmed Accumulation,667.0,55.7,3.0,2.99,97.0,1.0,11.6,0.0,True,16.21,0.166,20,16,20,0,56,Buy on Breakout
ARSSBL,Anand Rathi Share and Stock Brokers Limited,10900691.0,20000.0,1,16-06-2026,20000.0,1,10900691.0,545.03,0.0,0,1.09,10900691.0,0.0,10900691.0,0.0,False,False,False,502.05,794.85,416.0,69.9,523.03,555.51,9.2,-7.9,7.9,16-06-2026,16-06-2026,545.03455,545.03455,545.03455,0,86,86,0,0,0,0,2,0.0,0.0,0.0,0.0,21801382.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,545.03455,-7.9,Late — Poor Entry,3165.0,21.4,17.0,97.0,53.0,3.73,19.8,0.62,True,40.0,0.034,17,27,5,0,49,Watchlist
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,10836064.0,63000.0,3,03-09-2026,63000.0,3,10836064.0,172.0,0.0,0,1.08,10836064.0,0.0,10836064.0,0.0,False,False,False,152.0,216.8,67.58,74.59,188.84,527.76,13.2,-11.6,11.6,25-08-2026,03-09-2026,180.9767857142857,169.00597142857143,170.93135714285714,9,16,7,0,6,8,8,8,0.0,28435196.0,33502546.0,33502546.0,33502546.0,0.0,33502546.0,1,0,0.0,Fresh,Early Accumulation,170.93135714285714,-11.1,Early Accumulation,1923.0,44.1,20.0,17.0,83.0,0.8,30.3,0.2,True,23.0,0.056,20,30,5,0,55,Buy on Breakout
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED,10544249.0,20800.0,2,08-09-2026,20800.0,2,10544249.0,506.94,0.0,0,1.05,10544249.0,0.0,10544249.0,0.0,False,False,False,503.2,915.0,456.35,56.22,520.0,569.84,5.6,-0.7,0.7,16-06-2026,08-09-2026,549.4831111111112,474.4831355932203,519.7851342281879,84,86,2,1,1,1,1,3,5598901.0,5598901.0,5598901.0,5598901.0,15489597.0,5598901.0,5598901.0,2,0,1.0,Fresh,Confirmed Accumulation,519.7851342281879,-3.2,Confirmed Accumulation,6204.0,32.2,13.0,59.0,-52.0,3.48,24.3,0.26,True,7.0,0.017,12,18,5,0,35,Fundamental Watch
GREENPANEL,Greenpanel Industries Limited,9904150.0,61500.0,1,28-08-2026,61500.0,1,9904150.0,161.04,0.0,0,0.99,9904150.0,0.0,9904150.0,0.0,False,False,False,159.99,333.8,154.55,53.12,180.17,204.22,-18.5,-0.7,0.7,28-08-2026,28-08-2026,161.0430894308943,161.0430894308943,161.0430894308943,0,13,13,0,2,2,2,2,0.0,19808300.0,19808300.0,19808300.0,19808300.0,0.0,19808300.0,1,0,0.0,Active,Confirmed Accumulation,161.0430894308943,-0.7,Confirmed Accumulation,1971.0,293.0,12.0,29.89,-69.0,0.1,-0.4,0.27,True,8.54,0.05,12,14,0,-3,23,Avoid
TTL,T T LIMITED,9096162.0,1377248.0,14,08-09-2026,1377248.0,14,9096162.0,6.6,0.0,0,0.91,9096162.0,0.0,9096162.0,0.0,False,False,False,6.73,11.8,5.5,58.66,6.45,7.85,-25.1,2.0,2.0,18-06-2026,08-09-2026,6.936243093922652,6.783027686175892,6.604592636910709,82,84,2,2,6,12,12,14,1649358.0,5531963.0,8482850.0,8482850.0,9096162.0,1649358.0,8482850.0,2,0,0.1944,Fresh,Confirmed Accumulation,6.604592636910709,1.9,Confirmed Accumulation,176.0,332.0,-14.0,2.64,124.0,0.03,5.82,0.64,False,5.69,0.517,20,7,10,-3,34,Fundamental Watch
BMWVENTLTD,BMW VENTURES LIMITED,9023141.0,150000.0,2,06-08-2026,150000.0,2,9023141.0,60.15,0.0,0,0.9,9023141.0,0.0,9023141.0,0.0,False,False,False,54.59,78.0,48.0,73.01,57.38,58.71,-0.8,-9.2,9.2,05-08-2026,06-08-2026,60.09327058823529,60.23404615384615,60.1322085106383,1,36,35,0,0,0,3,3,0.0,0.0,0.0,14131069.0,14131069.0,0.0,0.0,1,0,0.0,Aging,Mature Accumulation,60.1322085106383,-9.2,Mature — Wait for Pullback,474.0,11.8,19.0,21.0,20.0,1.22,12.0,0.58,True,3.4,0.19,17,23,0,-2,38,Fundamental Watch
BHAGERIA,Bhageria Industries Limited,8227124.0,37774.0,5,26-08-2026,37774.0,5,8227124.0,217.8,0.0,0,0.82,8227124.0,0.0,8227124.0,0.0,False,False,False,303.1,342.0,127.51,71.75,226.93,185.11,100.3,39.2,39.2,20-08-2026,26-08-2026,204.64325383861484,222.87,215.9638691452524,6,21,15,0,0,6,6,6,0.0,0.0,9479950.0,9479950.0,9479950.0,0.0,9479950.0,1,0,0.0,Active,Confirmed Accumulation,215.9638691452524,40.3,Late — Poor Entry,1323.0,17.8,55.0,40.0,54.0,8.23,11.0,0.01,True,14.0,0.062,20,26,30,0,76,Strong Buy Setup
TIGERLOGS,Tiger Logistics (India) Limited,7758579.0,224000.0,10,24-08-2026,224000.0,10,7758579.0,34.64,0.0,0,0.78,7758579.0,0.0,7758579.0,0.0,False,False,False,27.73,56.69,22.9,61.81,29.69,32.75,-0.3,-19.9,19.9,10-06-2026,24-08-2026,36.12655,29.75,34.63651339285714,75,92,17,0,0,3,3,9,0.0,0.0,2202750.0,2202750.0,7036048.0,0.0,2202750.0,1,0,0.0,Active,Confirmed Accumulation,34.63651339285714,-19.9,Confirmed Accumulation,292.0,15.4,16.0,2.79,-30.0,0.21,17.6,0.31,False,1.83,0.267,20,12,0,-2,30,Fundamental Watch
VISAKAIND,Visaka Industries Limited,7739425.0,99192.0,6,09-09-2026,99192.0,6,7739425.0,78.02,0.0,0,0.77,7739425.0,0.0,7739425.0,0.0,False,False,False,91.91,104.41,50.2,48.42,87.97,72.27,58.5,17.8,17.8,09-06-2026,09-09-2026,73.53165640764567,92.26413333333333,78.024689491088,92,93,1,2,2,2,2,5,1578951.0,1578951.0,1578951.0,1578951.0,4561828.0,1578951.0,1578951.0,1,0,1.0,Fresh,Confirmed Accumulation,78.024689491088,17.8,Mature — Wait for Pullback,795.0,11.8,11.0,88.0,439.0,5.79,7.03,0.36,True,15.0,0.097,15,21,30,0,66,Strong Buy Setup
BLBLIMITED,BLB LIMITED,7449384.0,462315.0,9,08-09-2026,462315.0,9,7449384.0,16.11,0.0,0,0.74,7449384.0,0.0,7449384.0,0.0,False,False,False,15.98,22.47,12.0,45.35,16.06,15.86,-7.5,-0.8,0.8,25-08-2026,08-09-2026,16.01999983630173,16.82001962708538,16.113221504818142,14,16,2,3,8,9,9,9,886325.0,3534865.0,7449384.0,7449384.0,7449384.0,886325.0,7449384.0,1,0,0.119,Fresh,Early Accumulation,16.113221504818142,-0.8,Early Accumulation,,3.07,117.0,9.95,311.0,1.05,40.2,0.0,True,10.67,,15,25,10,0,50,Buy on Breakout
OMPOWER,Om Power Transmission Limited,7447179.0,40763.0,3,24-06-2026,40763.0,3,7447179.0,182.69,0.0,0,0.74,7447179.0,0.0,7447179.0,0.0,False,False,False,168.11,206.0,158.01,69.05,169.87,,-13.1,-8.0,8.0,24-06-2026,24-06-2026,182.8989522537093,181.8687130477039,182.6945759634963,0,78,78,0,0,0,0,3,0.0,0.0,0.0,0.0,7447179.0,0.0,0.0,3,0,0.0,Stale,Stale Accumulation,182.6945759634963,-8.0,Late — Poor Entry,575.0,13.6,61.0,15.0,82.0,3.07,42.7,0.35,False,12.0,0.129,20,19,0,0,39,Fundamental Watch
RSL,RAJPUTANA STAINLESS LIMITED,6545735.0,50000.0,1,16-06-2026,50000.0,1,6545735.0,130.91,0.0,0,0.65,6545735.0,0.0,6545735.0,0.0,False,False,False,186.7,192.77,101.7,57.03,152.86,,65.2,42.6,42.6,16-06-2026,16-06-2026,130.9147,130.9147,130.9147,0,86,86,0,0,0,0,1,0.0,0.0,0.0,0.0,6545735.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,130.9147,42.6,Late — Poor Entry,1565.0,26.6,8.0,29.0,25.0,2.42,25.2,0.19,True,9.0,0.042,12,25,15,0,52,Buy on Breakout
VSTL,VIBHOR STEEL TUBES LIMITED,6353640.0,56146.0,12,03-09-2026,56146.0,12,6353640.0,113.16,0.0,0,0.64,6353640.0,0.0,6353640.0,0.0,False,False,False,120.17,164.69,100.8,73.48,111.85,119.24,9.8,6.2,6.2,09-06-2026,03-09-2026,118.176,115.10722222222222,113.27998527098049,86,93,7,0,6,10,10,10,0.0,3314704.0,4899099.0,4899099.0,4899099.0,0.0,4899099.0,1,0,0.0,Fresh,Confirmed Accumulation,113.27998527098049,6.1,Confirmed Accumulation,225.0,26.8,21.0,12.07,-29.0,1.02,7.92,0.98,True,4.11,0.284,25,11,25,-2,59,Buy on Breakout
FOCUS,Focus Lighting And Fixtures Limited,5331774.0,80165.0,1,27-08-2026,80165.0,1,5331774.0,66.51,0.0,0,0.53,5331774.0,0.0,5331774.0,0.0,False,False,False,61.97,99.9,57.06,56.8,70.97,74.35,-4.7,-6.8,6.8,27-08-2026,27-08-2026,66.50999812885922,66.50999812885922,66.50999812885922,0,14,14,0,1,1,1,1,0.0,5331774.0,5331774.0,5331774.0,5331774.0,0.0,5331774.0,1,0,0.0,Active,Mature Accumulation,66.50999812885922,-6.8,Confirmed Accumulation,418.0,68.2,13.0,6.15,-54.0,0.42,6.55,0.16,True,13.36,0.127,12,9,0,-3,18,Avoid
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,5214220.0,175047.0,10,25-06-2026,175047.0,10,5214220.0,29.79,0.0,0,0.52,5214220.0,0.0,5214220.0,0.0,False,False,False,26.87,34.4,17.5,69.03,27.19,24.71,33.7,-9.8,9.8,10-06-2026,25-06-2026,30.120451843043995,30.0,29.725856209618563,15,92,77,0,0,0,0,10,0.0,0.0,0.0,0.0,4967184.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,29.725856209618563,-9.6,Late — Poor Entry,103.0,74.3,-1.0,0.4,26.0,0.59,-0.18,0.0,False,21.51,0.505,25,10,15,-3,47,Watchlist
