Symbol,BuyTxn7D,BuyValue7D,SellTxn7D,SellValue7D,NetBuyValue7D,BuyTxn15D,BuyValue15D,SellTxn15D,SellValue15D,NetBuyValue15D,BuyTxn30D,BuyValue30D,SellTxn30D,SellValue30D,NetBuyValue30D,BuyTxn60D,BuyValue60D,SellTxn60D,SellValue60D,NetBuyValue60D,BuyTxn90D,BuyValue90D,SellTxn90D,SellValue90D,NetBuyValue90D,FirstBuyDate,FirstBuyDisclosureDate,FirstBuyPrice,FirstBuyValue,LastBuyDate,LastBuyDisclosureDate,LastBuyPrice,LastBuyValue,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,UniquePromotersBuying,UniquePromotersSelling,WeightedAvgBuyPrice,BuyAcceleration,Freshness,AccumulationStage
SIYSIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,05-06-2026,06-06-2026,616.46672,123293344.0,05-06-2026,06-06-2026,616.46672,123293344.0,0,92,92,1,1,616.46672,0.0,Stale,Stale Accumulation
SKIPPER,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SOTL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SOUTHWEST,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,129890694.0,-129890694.0,0,0.0,2,129890694.0,-129890694.0,0,0.0,6,443569671.0,-443569671.0,,,,0.0,,,,0.0,0,,,0,3,,0.0,No Signal,No Signal
SPAL,0,0.0,0,0.0,0.0,0,0.0,1,462500000.0,-462500000.0,0,0.0,1,462500000.0,-462500000.0,0,0.0,1,462500000.0,-462500000.0,0,0.0,1,462500000.0,-462500000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
SPLIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SRHHYPOLTD,3,3548881.0,0,0.0,3548881.0,6,7888642.0,0,0.0,7888642.0,6,7888642.0,0,0.0,7888642.0,6,7888642.0,0,0.0,7888642.0,6,7888642.0,0,0.0,7888642.0,26-08-2026,27-08-2026,473.208,473208.0,02-09-2026,02-09-2026,496.2672,1240668.0,7,10,3,1,0,482.2203068647228,0.4499,Fresh,Early Accumulation
STANLEY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,03-06-2026,08-06-2026,145.435,14688935.0,03-06-2026,08-06-2026,145.435,14688935.0,0,94,94,1,0,145.435,0.0,Stale,Stale Accumulation
STEELXIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
STEL,2,2160094.0,0,0.0,2160094.0,11,12904187.0,0,0.0,12904187.0,21,19212594.0,0,0.0,19212594.0,21,19212594.0,0,0.0,19212594.0,39,54886034.0,0,0.0,54886034.0,04-06-2026,08-06-2026,496.3701671891327,1900105.0,31-08-2026,02-09-2026,650.8548387096774,201765.0,88,93,5,2,0,578.7647399321921,0.1124,Fresh,Confirmed Accumulation
STERTOOLS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
STLTECH,0,0.0,0,0.0,0.0,0,0.0,1,3617500.0,-3617500.0,0,0.0,3,8502500.0,-8502500.0,2,47143353.0,6,15983506.0,31159847.0,2,47143353.0,6,15983506.0,31159847.0,29-07-2026,31-07-2026,506.1531836734694,24801506.0,30-07-2026,31-07-2026,502.0639775280899,22341847.0,1,38,37,1,1,504.2069839572193,0.0,Aging,Mature Accumulation
STYLAMIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
STYLEBAAZA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,9,3596.0,-3596.0,0,0.0,9,3596.0,-3596.0,0,0.0,9,3596.0,-3596.0,,,,0.0,,,,0.0,0,,,0,4,,0.0,No Signal,No Signal
SUMEETINDS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,5,235458000.0,0,0.0,235458000.0,5,235458000.0,0,0.0,235458000.0,5,235458000.0,0,0.0,235458000.0,12-08-2026,13-08-2026,14.82,54834000.0,14-08-2026,17-08-2026,14.64,14640000.0,2,24,22,4,0,14.808679245283018,0.0,Active,Confirmed Accumulation
SUNDROP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SUPERSPIN,2,1094039.0,0,0.0,1094039.0,2,1094039.0,0,0.0,1094039.0,2,1094039.0,0,0.0,1094039.0,2,1094039.0,0,0.0,1094039.0,4,2586146.0,0,0.0,2586146.0,23-06-2026,25-06-2026,5.305583353936839,1351921.0,31-08-2026,02-09-2026,5.900971542227662,154275.0,69,74,5,2,0,5.626263988722001,1.0,Fresh,Confirmed Accumulation
SUPREMEIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SWANCORP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SWARAJ,0,0.0,4,52784712.0,-52784712.0,0,0.0,6,110541397.0,-110541397.0,0,0.0,11,232188364.0,-232188364.0,0,0.0,11,232188364.0,-232188364.0,0,0.0,11,232188364.0,-232188364.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
TAINWALCHM,1,34776.0,0,0.0,34776.0,4,716691.0,0,0.0,716691.0,6,2898277.0,0,0.0,2898277.0,6,2898277.0,0,0.0,2898277.0,6,2898277.0,0,0.0,2898277.0,18-08-2026,19-08-2026,207.70463422358281,1967586.0,01-09-2026,02-09-2026,207.0,34776.0,14,18,4,1,0,210.30962919962266,0.012,Fresh,Early Accumulation
TCPLPACK,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
TENNIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,31800591644.0,-31800591644.0,0,0.0,2,31800591644.0,-31800591644.0,0,0.0,2,31800591644.0,-31800591644.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
THANGAMAYL,1,4957111.0,0,0.0,4957111.0,2,19879002.0,0,0.0,19879002.0,4,49260193.0,0,0.0,49260193.0,6,72054758.0,0,0.0,72054758.0,6,72054758.0,0,0.0,72054758.0,04-08-2026,06-08-2026,4810.6375,17318295.0,31-08-2026,01-09-2026,5359.038918918919,4957111.0,27,32,5,3,0,5198.755988455989,0.1006,Fresh,Confirmed Accumulation
THOMASCOOK,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,483974535.0,0,0.0,483974535.0,08-06-2026,12-06-2026,103.75710020989752,141178551.0,11-06-2026,12-06-2026,107.94740176620421,8348760.0,3,89,86,1,0,109.30813008442239,0.0,Stale,Stale Accumulation
THYROCARE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1628065198.0,-1628065198.0,0,0.0,1,1628065198.0,-1628065198.0,0,0.0,1,1628065198.0,-1628065198.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
TICL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,2.0,-2.0,,,,0.0,,,,0.0,0,,,0,3,,0.0,No Signal,No Signal
TIGERLOGS,0,0.0,0,0.0,0.0,1,743750.0,0,0.0,743750.0,3,2202750.0,0,0.0,2202750.0,3,2202750.0,0,0.0,2202750.0,10,7758579.0,0,0.0,7758579.0,04-06-2026,05-06-2026,33.210612191619894,508853.0,24-08-2026,25-08-2026,29.75,743750.0,81,93,12,1,0,34.535531496062994,0.0,Active,Confirmed Accumulation
TIMETECHNO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
TINNARUBR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,58313591.0,-58313591.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
TIPSMUSIC,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
TIRUMALCHM,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
TRUALT,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6,163533084.0,0,0.0,163533084.0,8,183533810.0,0,0.0,183533810.0,8,183533810.0,0,0.0,183533810.0,05-08-2026,07-08-2026,462.97976851851854,10000363.0,12-08-2026,13-08-2026,467.56,9351200.0,7,31,24,1,0,474.96922973406623,0.0,Active,Confirmed Accumulation
TTL,2,2514969.0,0,0.0,2514969.0,5,4483973.0,0,0.0,4483973.0,10,6833492.0,0,0.0,6833492.0,10,6833492.0,0,0.0,6833492.0,12,7446804.0,0,0.0,7446804.0,18-06-2026,19-06-2026,6.936243093922652,376638.0,03-09-2026,03-09-2026,6.786773823838869,1444877.0,77,79,2,2,0,6.564021831874819,0.368,Fresh,Confirmed Accumulation
TVSHLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
UDS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
UMAEXPORTS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,7,22302720.0,-22302720.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
USHAMART,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,408000.0,-408000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
UYFINCORP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,4960333.0,0,0.0,4960333.0,3,4960333.0,0,0.0,4960333.0,3,4960333.0,0,0.0,4960333.0,17-08-2026,20-08-2026,21.272817872269744,768438.0,19-08-2026,20-08-2026,21.034486666666666,3155173.0,2,19,17,1,0,21.00741139152052,0.0,Active,Confirmed Accumulation
VARROC,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
VIKRAMSOLR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
VINCOFE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
VISAKAIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6,8909158.0,0,0.0,8909158.0,04-06-2026,08-06-2026,71.67635807192043,562086.0,18-06-2026,19-06-2026,77.27906976744185,3323.0,14,93,79,1,0,73.90079896926301,0.0,Stale,Stale Accumulation
VIVIANA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,12408320.0,0,0.0,12408320.0,19-06-2026,20-06-2026,792.1204188481676,1664245.0,29-06-2026,30-06-2026,827.541219456497,3623803.0,10,78,68,2,0,815.1570095913809,0.0,Stale,Stale Accumulation
VMSTMT,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
VPRPL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
VSTL,6,3314704.0,0,0.0,3314704.0,7,3936339.0,0,0.0,3936339.0,10,4899099.0,0,0.0,4899099.0,10,4899099.0,0,0.0,4899099.0,15,7621554.0,0,0.0,7621554.0,08-06-2026,09-06-2026,116.12625850340136,853528.0,03-09-2026,04-09-2026,115.10722222222222,207193.0,87,89,2,1,0,113.5917789436032,0.6766,Fresh,Confirmed Accumulation
VSTTILLERS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
WCIL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,4706679.0,0,0.0,4706679.0,05-06-2026,06-06-2026,95.45999397045523,1583204.0,30-06-2026,30-06-2026,100.7,503500.0,25,92,67,1,0,100.33151489049465,0.0,Stale,Stale Accumulation
WELSPUNLIV,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
WESTLIFE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
WHEELS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
WSI,37,9519984.0,0,0.0,9519984.0,40,10825999.0,0,0.0,10825999.0,51,17984889.0,0,0.0,17984889.0,51,17984889.0,0,0.0,17984889.0,51,17984889.0,0,0.0,17984889.0,14-08-2026,18-08-2026,60.4884,302442.0,02-09-2026,04-09-2026,61.41362149864923,431922.0,19,22,3,4,0,60.83950922154716,0.5293,Fresh,Confirmed Accumulation
XPROINDIA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ZOTA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1015470.0,-1015470.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
ZYDUSLIFE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ZYDUSWELL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,1013071.0,0,0.0,1013071.0,12-06-2026,16-06-2026,505.596,252798.0,17-06-2026,18-06-2026,505.695,505695.0,5,85,80,1,0,506.5355,0.0,Stale,Stale Accumulation
