Symbol,BuyTxn7D,BuyValue7D,SellTxn7D,SellValue7D,NetBuyValue7D,BuyTxn15D,BuyValue15D,SellTxn15D,SellValue15D,NetBuyValue15D,BuyTxn30D,BuyValue30D,SellTxn30D,SellValue30D,NetBuyValue30D,BuyTxn60D,BuyValue60D,SellTxn60D,SellValue60D,NetBuyValue60D,BuyTxn90D,BuyValue90D,SellTxn90D,SellValue90D,NetBuyValue90D,FirstBuyDate,FirstBuyDisclosureDate,FirstBuyPrice,FirstBuyValue,LastBuyDate,LastBuyDisclosureDate,LastBuyPrice,LastBuyValue,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,UniquePromotersBuying,UniquePromotersSelling,WeightedAvgBuyPrice,BuyAcceleration,Freshness,AccumulationStage
MENONBE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,9,720040800.0,-720040800.0,0,0.0,9,720040800.0,-720040800.0,0,0.0,9,720040800.0,-720040800.0,,,,0.0,,,,0.0,0,,,0,3,,0.0,No Signal,No Signal
METROPOLIS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,1184400000.0,-1184400000.0,0,0.0,2,1184400000.0,-1184400000.0,0,0.0,2,1184400000.0,-1184400000.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
MOTHERSON,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
MOTILALOFS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
MOTOGENFIN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,15,10377530.0,0,0.0,10377530.0,05-06-2026,05-06-2026,29.319127249562033,1840948.0,25-06-2026,25-06-2026,30.0,177480.0,20,92,72,1,0,29.67515501249572,0.0,Stale,Stale Accumulation
MSPL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,40,1946708352.0,0,0.0,1946708352.0,02-06-2026,09-06-2026,42.298,99400300.0,22-06-2026,25-06-2026,44.71879963320128,7461287.0,20,95,75,6,0,41.995486999151915,0.0,Stale,Stale Accumulation
MTARTECH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,629791805.0,-629791805.0,,,,0.0,,,,0.0,0,,,0,4,,0.0,No Signal,No Signal
NATCOPHARM,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
NAUKRI,0,0.0,0,0.0,0.0,0,0.0,1,135782788.0,-135782788.0,0,0.0,4,2518487544.0,-2518487544.0,0,0.0,4,2518487544.0,-2518487544.0,0,0.0,5,2668407544.0,-2668407544.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
NAVA,1,5605844.0,0,0.0,5605844.0,3,55527014.0,0,0.0,55527014.0,3,55527014.0,0,0.0,55527014.0,3,55527014.0,0,0.0,55527014.0,3,55527014.0,0,0.0,55527014.0,25-08-2026,27-08-2026,563.6042619047619,23671379.0,03-09-2026,04-09-2026,560.5844,5605844.0,9,11,2,3,0,566.6021836734694,0.101,Fresh,Early Accumulation
NCC,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,94549280.0,0,0.0,94549280.0,2,94549280.0,0,0.0,94549280.0,7,293151286.0,0,0.0,293151286.0,03-06-2026,05-06-2026,149.164779318345,32403960.0,18-08-2026,19-08-2026,138.96930262041707,29815308.0,76,94,18,1,0,147.47362165007436,0.0,Active,Confirmed Accumulation
NCLIND,4,2511262.0,0,0.0,2511262.0,7,5077098.0,0,0.0,5077098.0,21,40023001.0,0,0.0,40023001.0,21,40023001.0,0,0.0,40023001.0,31,48872256.0,0,0.0,48872256.0,04-06-2026,05-06-2026,180.0,540000.0,02-09-2026,04-09-2026,173.0,144109.0,90,93,3,5,0,176.08637236084454,0.0627,Fresh,Confirmed Accumulation
NECCLTD,0,0.0,1,8450169.0,-8450169.0,0,0.0,3,25950169.0,-25950169.0,0,0.0,3,25950169.0,-25950169.0,0,0.0,3,25950169.0,-25950169.0,0,0.0,3,25950169.0,-25950169.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
NEOGEN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
NGLFINE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,11830154.0,-11830154.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
NHPC,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
NIITLTD,2,23211798.0,0,0.0,23211798.0,8,142851469.0,0,0.0,142851469.0,8,142851469.0,0,0.0,142851469.0,8,142851469.0,0,0.0,142851469.0,12,285079344.0,0,0.0,285079344.0,04-06-2026,05-06-2026,91.93046511627907,79060200.0,31-08-2026,02-09-2026,106.77,11605899.0,88,93,5,2,0,96.07381855625407,0.1625,Fresh,Confirmed Accumulation
NIITMTS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,25294862.0,0,0.0,25294862.0,08-06-2026,10-06-2026,224.11,8404125.0,09-06-2026,10-06-2026,225.7899861657976,4243497.0,1,89,88,2,0,224.6674778839663,0.0,Stale,Stale Accumulation
NILASPACES,0,0.0,1,12345000.0,-12345000.0,0,0.0,3,43949000.0,-43949000.0,0,0.0,5,63411806.0,-63411806.0,0,0.0,5,63411806.0,-63411806.0,0,0.0,5,63411806.0,-63411806.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
NINSYS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,33,31061184.0,0,0.0,31061184.0,19-06-2026,20-06-2026,700.662,700662.0,30-06-2026,01-07-2026,827.6113333333333,2482834.0,11,78,67,1,0,766.9428148148148,0.0,Stale,Stale Accumulation
NITCO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
NLCINDIA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,12249834704.0,-12249834704.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
NOVAAGRI,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,111180.0,0,0.0,111180.0,22-06-2026,24-06-2026,25.5,111180.0,22-06-2026,24-06-2026,25.5,111180.0,0,75,75,1,0,25.5,0.0,Stale,Stale Accumulation
NPST,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,6,9482.0,2,3160.0,6322.0,25-06-2026,01-07-2026,1.2704654895666132,1583.0,25-06-2026,01-07-2026,0.05165458659932439,1575.0,0,72,72,2,1,0.058698262947417944,0.0,Stale,Stale Accumulation
NRBBEARING,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1704300000.0,-1704300000.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
NRL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,4186225.0,0,0.0,4186225.0,24-06-2026,26-06-2026,83.06001984126983,4186225.0,24-06-2026,26-06-2026,83.06001984126983,4186225.0,0,73,73,1,0,83.06001984126983,0.0,Stale,Stale Accumulation
NURECA,0,0.0,0,0.0,0.0,8,6508340.0,0,0.0,6508340.0,8,6508340.0,0,0.0,6508340.0,15,20632058.0,0,0.0,20632058.0,15,20632058.0,0,0.0,20632058.0,24-07-2026,11-08-2026,301.14995815899584,1799371.0,28-08-2026,29-08-2026,335.9716666666667,201583.0,35,43,8,2,0,316.1468258224667,0.0,Active,Confirmed Accumulation
OBCL,1,409902.0,0,0.0,409902.0,2,1530166.0,0,0.0,1530166.0,6,14485213.0,0,0.0,14485213.0,8,18044517.0,0,0.0,18044517.0,9,20337052.0,0,0.0,20337052.0,09-06-2026,10-06-2026,55.49588477366255,2292535.0,02-09-2026,02-09-2026,54.73387635198291,409902.0,85,88,3,2,0,53.5122209212067,0.0283,Fresh,Confirmed Accumulation
OMAXAUTO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,3,4629010.0,-4629010.0,0,0.0,3,4629010.0,-4629010.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
OMPOWER,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,7447179.0,0,0.0,7447179.0,24-06-2026,27-06-2026,182.8989522537093,2601006.0,24-06-2026,27-06-2026,181.8687130477039,2245533.0,0,73,73,3,0,182.6945759634963,0.0,Stale,Stale Accumulation
ORIENTLTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,719723.0,0,0.0,719723.0,17-06-2026,07-07-2026,65.85952341276455,395223.0,29-06-2026,07-07-2026,70.95998250601356,324500.0,12,80,68,2,0,68.06534896916966,0.0,Stale,Stale Accumulation
PAISALO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
PANACEABIO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
PARADEEP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,15060000.0,0,0.0,15060000.0,1,15060000.0,0,0.0,15060000.0,5,54146686.0,0,0.0,54146686.0,18-06-2026,23-06-2026,132.94000473384574,10671493.0,19-08-2026,21-08-2026,150.6,15060000.0,62,79,17,1,0,138.6435554326507,0.0,Active,Confirmed Accumulation
PARSVNATH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
PATINTLOG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,8,1100558.0,0,0.0,1100558.0,08-06-2026,10-06-2026,13.41,175671.0,11-06-2026,15-06-2026,12.759992350353796,66722.0,3,89,86,1,0,13.101880952380952,0.0,Stale,Stale Accumulation
PENIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
PGHH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,5574358427.0,1,5574358427.0,0.0,19-06-2026,19-06-2026,8995.500000806864,5574358427.0,19-06-2026,19-06-2026,8995.500000806864,5574358427.0,0,78,78,1,1,8995.500000806864,0.0,Stale,Stale Accumulation
PKTEA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,4,23461577.0,0,0.0,23461577.0,4,23461577.0,0,0.0,23461577.0,4,23461577.0,0,0.0,23461577.0,17-08-2026,19-08-2026,702.5034911525586,7344674.0,20-08-2026,25-08-2026,743.5308385308385,1072915.0,3,19,16,1,0,712.9228174663466,0.0,Active,Confirmed Accumulation
PLASTIBLEN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,3,31255296.0,-31255296.0,4,139339671.0,5,170056258.0,-30716587.0,19-06-2026,19-06-2026,174.3148688046647,29895000.0,25-06-2026,26-06-2026,176.00780725022105,39812966.0,6,78,72,2,2,175.18188458637164,0.0,Stale,Stale Accumulation
PNC,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
PNGSREVA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,17516080.0,0,0.0,17516080.0,05-06-2026,05-06-2026,391.58,62652800.0,25-06-2026,25-06-2026,0.0,0.0,20,92,72,1,0,390.61421374209453,0.0,Stale,Stale Accumulation
POCL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,2252188386.0,-2252188386.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
PONNIERODE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,101498680.0,0,0.0,101498680.0,1,101498680.0,0,0.0,101498680.0,1,101498680.0,0,0.0,101498680.0,17-08-2026,17-08-2026,349.9954482758621,101498680.0,17-08-2026,17-08-2026,349.9954482758621,101498680.0,0,19,19,1,0,349.9954482758621,0.0,Active,Mature Accumulation
POWERMECH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,1112440.0,-1112440.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
PREMIERPOL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,11051320.0,-11051320.0,4,39432691.0,2,11051320.0,28381371.0,09-06-2026,10-06-2026,55.50999909646718,11058591.0,17-06-2026,18-06-2026,58.0,5525660.0,8,88,80,1,1,56.4794235853894,0.0,Stale,Stale Accumulation
RADIANTCMS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1167238.0,0,0.0,1167238.0,08-06-2026,10-06-2026,38.86000599260912,1167238.0,08-06-2026,10-06-2026,38.86000599260912,1167238.0,0,89,89,1,0,38.86000599260912,0.0,Stale,Stale Accumulation
RAJMET,0,0.0,0,0.0,0.0,0,0.0,4,10397500.0,-10397500.0,0,0.0,4,10397500.0,-10397500.0,0,0.0,4,10397500.0,-10397500.0,0,0.0,4,10397500.0,-10397500.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
RAMCOIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
RBA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
RELTD,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
REMSONSIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,4,27205395.0,-27205395.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
RESPONIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
RGL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,30063761.0,0,0.0,30063761.0,10-06-2026,11-06-2026,95.70170033911258,4007413.0,11-06-2026,11-06-2026,101.7464416945539,26056348.0,1,87,86,1,0,100.89695434027486,0.0,Stale,Stale Accumulation
RKFORGE,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
RMCL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ROSSELLIND,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ROSSTECH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
ROTO,0,0.0,0,0.0,0.0,0,0.0,1,317830.0,-317830.0,0,0.0,1,317830.0,-317830.0,0,0.0,1,317830.0,-317830.0,0,0.0,3,1198371.0,-1198371.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
RPPINFRA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,279068760.0,-279068760.0,0,0.0,6,338892860.0,-338892860.0,0,0.0,6,338892860.0,-338892860.0,,,,0.0,,,,0.0,0,,,0,4,,0.0,No Signal,No Signal
RSL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,6545735.0,0,0.0,6545735.0,16-06-2026,17-06-2026,130.9147,6545735.0,16-06-2026,17-06-2026,130.9147,6545735.0,0,81,81,1,0,130.9147,0.0,Stale,Stale Accumulation
RUBICON,0,0.0,0,0.0,0.0,0,0.0,2,23250257929.0,-23250257929.0,0,0.0,2,23250257929.0,-23250257929.0,0,0.0,2,23250257929.0,-23250257929.0,0,0.0,2,23250257929.0,-23250257929.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
RUCHIRA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SAHLIBHFI,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,05-06-2026,05-06-2026,82.94696,8294696.0,05-06-2026,05-06-2026,82.94696,8294696.0,0,92,92,1,0,82.94696,0.0,Stale,Stale Accumulation
SAKAR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,10589934.0,-10589934.0,0,0.0,4,38261334.0,-38261334.0,0,0.0,4,38261334.0,-38261334.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
SAKHTISUG,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SALASAR,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,14,632494392.0,-632494392.0,,,,0.0,,,,0.0,0,,,0,5,,0.0,No Signal,No Signal
SAMPANN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SANDUMA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,46970458.0,1,46898837.0,71621.0,29-06-2026,02-07-2026,207.63360121652565,46970458.0,29-06-2026,02-07-2026,207.63360121652565,46970458.0,0,68,68,1,1,207.63360121652565,0.0,Stale,Stale Accumulation
SANGINITA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SANSERA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SASKEN,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
SBCL,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2967858.0,0,0.0,2967858.0,11-06-2026,13-06-2026,674.5131818181818,1483929.0,11-06-2026,13-06-2026,674.5131818181818,1483929.0,0,86,86,1,0,674.5131818181818,0.0,Stale,Stale Accumulation
SENCO,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1094828.0,0,0.0,1094828.0,1,1094828.0,0,0.0,1094828.0,2,4081958.0,0,0.0,4081958.0,30-06-2026,03-07-2026,334.88004484304935,2987130.0,18-08-2026,20-08-2026,336.87015384615387,1094828.0,49,67,18,1,0,335.4115036976171,0.0,Active,Confirmed Accumulation
SENORES,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SESHAPAPER,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,9701328.0,0,0.0,9701328.0,10,60852442.0,0,0.0,60852442.0,25-06-2026,25-06-2026,224.8249,4496498.0,30-07-2026,30-07-2026,234.38820971249095,4850664.0,35,72,37,3,0,226.137393857188,0.0,Aging,Mature Accumulation
SGIL,0,0.0,0,0.0,0.0,1,1170000.0,0,0.0,1170000.0,1,1170000.0,0,0.0,1170000.0,1,1170000.0,0,0.0,1170000.0,1,1170000.0,0,0.0,1170000.0,28-08-2026,30-08-2026,585.0,1170000.0,28-08-2026,30-08-2026,585.0,1170000.0,0,8,8,1,0,585.0,0.0,Active,Mature Accumulation
SHAH,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SHAKTIPUMP,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,9890696.0,0,0.0,9890696.0,16-06-2026,17-06-2026,549.4831111111112,4945348.0,16-06-2026,17-06-2026,549.4831111111112,4945348.0,0,81,81,1,0,549.4831111111112,0.0,Stale,Stale Accumulation
SHALBY,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,773616.0,0,0.0,773616.0,1,773616.0,0,0.0,773616.0,1,773616.0,0,0.0,773616.0,19-08-2026,21-08-2026,154.7232,773616.0,19-08-2026,21-08-2026,154.7232,773616.0,0,17,17,1,0,154.7232,0.0,Active,Mature Accumulation
SHRADHA,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,04-06-2026,05-06-2026,1.4285714285714286e-06,1.0,04-06-2026,05-06-2026,1.4285714285714286e-06,1.0,0,93,93,1,1,1.4285714285714286e-06,0.0,Stale,Stale Accumulation
SHREEJISPG,0,0.0,4,1393848000.0,-1393848000.0,0,0.0,4,1393848000.0,-1393848000.0,0,0.0,4,1393848000.0,-1393848000.0,0,0.0,4,1393848000.0,-1393848000.0,0,0.0,4,1393848000.0,-1393848000.0,,,,0.0,,,,0.0,0,,,0,2,,0.0,No Signal,No Signal
SHREYANIND,0,0.0,0,0.0,0.0,0,0.0,1,1739242.0,-1739242.0,0,0.0,1,1739242.0,-1739242.0,0,0.0,1,1739242.0,-1739242.0,0,0.0,2,5177438.0,-5177438.0,,,,0.0,,,,0.0,0,,,0,1,,0.0,No Signal,No Signal
SHYAMCENT,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,3,4245478.0,0,0.0,4245478.0,24-06-2026,29-06-2026,5.375772127480555,1571736.0,30-06-2026,03-07-2026,5.859089648615457,1922713.0,6,73,67,2,0,5.599239802485809,0.0,Stale,Stale Accumulation
SIEMENS,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,,0.0,No Signal,No Signal
SIGIND,0,0.0,0,0.0,0.0,4,3378057.0,0,0.0,3378057.0,8,9445851.0,0,0.0,9445851.0,8,9445851.0,0,0.0,9445851.0,8,9445851.0,0,0.0,9445851.0,18-08-2026,19-08-2026,67.66999903873882,1407942.0,28-08-2026,31-08-2026,71.52151385447173,1269936.0,10,18,8,1,0,70.50984212294256,0.0,Active,Confirmed Accumulation
SILVERTUC,6,28435196.0,0,0.0,28435196.0,8,33502546.0,0,0.0,33502546.0,8,33502546.0,0,0.0,33502546.0,8,33502546.0,0,0.0,33502546.0,8,33502546.0,0,0.0,33502546.0,25-08-2026,26-08-2026,180.9767857142857,2533675.0,03-09-2026,03-09-2026,169.00597142857143,5915209.0,9,11,2,1,0,170.93135714285714,0.8487,Fresh,Early Accumulation
SINCLAIR,2,2800341.0,0,0.0,2800341.0,3,14446966.0,0,0.0,14446966.0,3,14446966.0,0,0.0,14446966.0,3,14446966.0,0,0.0,14446966.0,5,18442372.0,0,0.0,18442372.0,05-06-2026,08-06-2026,74.39902007765053,7607523.0,03-09-2026,04-09-2026,84.29585666293393,1505524.0,90,92,2,1,0,77.98225709401915,0.1938,Fresh,Confirmed Accumulation
