Symbol,PromoterEntity,WindowDays,BuyTransactions,BuyValue,SellTransactions,SellValue,NetBuyValue,FirstTransactionDate,LastTransactionDate
NRL,NUPUR GUPTA,30,0,0.0,0,0.0,0.0,24-06-2026,24-06-2026
NRL,NUPUR GUPTA,60,0,0.0,0,0.0,0.0,24-06-2026,24-06-2026
NRL,NUPUR GUPTA,90,0,0.0,0,0.0,0.0,24-06-2026,24-06-2026
NURECA,Aryan Goyal,7,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
NURECA,Aryan Goyal,15,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
NURECA,Aryan Goyal,30,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
NURECA,Aryan Goyal,60,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
NURECA,Aryan Goyal,90,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
NURECA,Payal Goyal,7,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
NURECA,Payal Goyal,15,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
NURECA,Payal Goyal,30,0,0.0,0,0.0,0.0,02-07-2026,02-07-2026
