Symbol,CompanyName,ValuePurchased,ReportedBuyQty,ReportedBuyTxn,acqtoDt,TotalQty,NumBuyTxn,PricedValuePurchased,AvgPrice,MissingValueQty,MissingValueTxn,ValueCr,MarketBuyValue,MarketSellValue,NetBuyValue,SellBuyRatioPct,HasMarketSell,SellBuyExclusion,HasPledging,LastPrice,52WeekHigh,52WeekLow,PromoHolding,DMA50,DMA200,SixMonthReturn,PriceDiffPct,AbsDiffPct,FirstBuyDate,LastBuyDate,FirstBuyPrice,LastBuyPrice,WeightedAvgBuyPrice,AccumulationDays,DaysSinceFirstBuy,DaysSinceLastBuy,BuyTxn7D,BuyTxn15D,BuyTxn30D,BuyTxn60D,BuyTxn90D,BuyValue7D,BuyValue15D,BuyValue30D,BuyValue60D,BuyValue90D,NetBuyValue7D,NetBuyValue30D,UniquePromotersBuying,UniquePromotersSelling,BuyAcceleration,Freshness,AccumulationStage,PromoterAvgPrice,CMPvsPromoterAvgPct,SignalStage,MarketCapCr,PE,RevGrowthPct,EBITDAGrowthPct,PATGrowthPct,EPSGrowthPct,ROCEPct,DE_Ratio,OCFPositive,OPMPct,PromoConvictionPct,ScorePromo,ScoreFund,ScoreTech,ScoreRisk,Score,Category
ALEMBICLTD,Alembic Limited,22416249.0,226464.0,2,02-09-2026,226464.0,2,22416249.0,98.98,0.0,0,2.24,22416249.0,0.0,22416249.0,0.0,False,False,False,104.33,,,70.88,93.03,92.26,23.1,5.4,5.4,01-09-2026,02-09-2026,98.9792182293323,99.08657187993681,98.98785806008671,1,11,10,0,3,3,3,3,0.0,23357076.0,23357076.0,23357076.0,23357076.0,0.0,23357076.0,1,0,0.0,Active,Confirmed Accumulation,98.98785806008671,5.4,Confirmed Accumulation,2679.0,21.9,8.0,14.0,-14.0,0.57,16.9,0.01,True,30.0,0.084,17,13,30,0,60,Buy on Breakout
CHEMBOND,CHEMBOND MATERIAL TECHNOLOGIES LIMITED,2560187.0,15020.0,2,03-09-2026,15020.0,2,2560187.0,170.45,0.0,0,0.26,2560187.0,0.0,2560187.0,0.0,False,False,False,217.12,,,67.54,179.47,162.42,56.6,27.4,27.4,03-09-2026,03-09-2026,170.46014760147602,170.45004061738425,170.45186418109188,0,9,9,0,4,4,4,4,0.0,5120374.0,5120374.0,5120374.0,5120374.0,0.0,5120374.0,2,0,0.0,Active,Confirmed Accumulation,170.45186418109188,27.4,Late — Poor Entry,292.0,31.3,24.0,1.87,-31.0,3.36,4.96,0.0,True,2.97,0.089,17,14,30,-2,59,Buy on Breakout
STEL,STEL HOLDINGS LIMITED,43156921.0,71117.0,23,31-08-2026,71117.0,23,43156921.0,606.84,0.0,0,4.32,43156921.0,0.0,43156921.0,0.0,False,False,False,611.1,,,64.68,576.31,512.6,21.8,0.7,0.7,10-06-2026,31-08-2026,533.776067179846,650.8548387096774,606.8439472981144,82,94,12,0,2,11,11,18,0.0,2160094.0,12904187.0,12904187.0,35105622.0,0.0,12904187.0,2,0,0.0,Active,Confirmed Accumulation,606.8439472981144,0.7,Confirmed Accumulation,1128.0,57.4,21.0,-0.11,23.0,-0.07,1.58,0.0,False,-110.0,0.383,20,15,25,-2,58,Buy on Breakout
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,29730147.0,100000.0,1,12-06-2026,100000.0,1,29730147.0,297.3,0.0,0,2.97,29730147.0,0.0,29730147.0,0.0,False,False,False,334.05,,,67.69,333.96,344.32,6.3,12.4,12.4,12-06-2026,12-06-2026,297.30147,297.30147,297.30147,0,92,92,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,297.30147,12.4,Late — Poor Entry,1124.0,20.0,12.0,29.0,20.0,4.07,11.5,0.47,True,17.0,0.264,22,21,15,0,58,Buy on Breakout
SENCO,SENCO GOLD LIMITED,2987130.0,8920.0,1,30-06-2026,8920.0,1,2987130.0,334.88,0.0,0,0.3,2987130.0,0.0,2987130.0,0.0,False,False,False,346.4,,,68.48,367.39,334.41,16.2,3.4,3.4,30-06-2026,30-06-2026,334.88004484304935,334.88004484304935,334.88004484304935,0,74,74,0,0,0,0,1,0.0,0.0,0.0,0.0,2987130.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,334.88004484304935,3.4,Late — Poor Entry,5678.0,9.6,43.0,223.0,175.0,6.97,21.4,1.03,False,7.0,0.005,17,21,20,0,58,Buy on Breakout
EIEL,ENVIRO INFRA ENGINEERS LIMITED,13430794.0,70000.0,3,02-09-2026,70000.0,3,13430794.0,191.87,0.0,0,1.34,13430794.0,0.0,13430794.0,0.0,False,False,False,207.11,,,70.02,212.26,194.31,46.3,7.9,7.9,31-08-2026,02-09-2026,196.0,189.75001109680855,191.86848571428573,2,12,10,0,3,3,3,3,0.0,13430794.0,13430794.0,13430794.0,13430794.0,0.0,13430794.0,2,0,0.0,Active,Confirmed Accumulation,191.86848571428573,7.9,Confirmed Accumulation,3635.0,21.6,-4.0,51.0,-9.0,2.04,20.8,0.15,False,21.0,0.037,20,12,25,0,57,Buy on Breakout
AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES LIMITED,11853346.0,918946.0,14,10-09-2026,918946.0,14,11853346.0,12.9,0.0,0,1.19,11853346.0,0.0,11853346.0,0.0,False,False,False,14.0,,,69.12,11.69,13.34,2.0,8.5,8.5,10-08-2026,10-09-2026,11.28707,14.26115003225371,12.898849333910807,31,33,2,4,8,13,14,14,2767898.0,5341262.0,8467225.0,11853346.0,11853346.0,2767898.0,8467225.0,1,0,0.3269,Fresh,Confirmed Accumulation,12.898849333910807,8.5,Confirmed Accumulation,395.0,1274.0,-61.0,,-98.0,0.01,2.46,0.44,True,,0.301,25,9,25,-3,56,Buy on Breakout
PNGSREVA,PNGS REVA DIAMOND JEWELLERY LIMITED,17516080.0,50238.0,3,25-06-2026,45238.0,2,17516080.0,387.2,5000.0,1,1.75,17516080.0,0.0,17516080.0,0.0,False,False,False,512.7,,,63.09,488.07,,32.4,32.4,32.4,18-06-2026,25-06-2026,387.21,0.0,387.1983730492064,7,86,79,0,0,0,0,3,0.0,0.0,0.0,0.0,17516080.0,0.0,0.0,1,0,0.0,Stale,Stale Accumulation,387.1983730492064,32.4,Late — Poor Entry,1625.0,19.2,581.0,34.0,881.0,8.58,22.0,0.33,False,29.0,0.108,12,24,20,0,56,Buy on Breakout
DIAMONDYD,Prataap Snacks Limited,586659279.0,499665.0,3,07-08-2026,499665.0,3,586659279.0,1174.11,0.0,0,58.67,586659279.0,0.0,586659279.0,0.0,False,False,False,1108.4,,,69.75,1164.35,1088.25,11.4,-5.6,5.6,25-06-2026,07-08-2026,1090.0,1179.860001898032,1174.105208489688,43,79,36,0,0,0,2,3,0.0,0.0,0.0,577831369.0,586659279.0,0.0,0.0,1,0,0.0,Aging,Mature Accumulation,1174.105208489688,-5.6,Mature — Wait for Pullback,2652.0,208.0,6.0,19.05,194.0,1.03,3.17,0.06,True,3.87,2.212,25,21,15,-5,56,Buy on Breakout
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED,10997624.0,64000.0,4,09-09-2026,64000.0,4,10997624.0,171.84,0.0,0,1.1,10997624.0,0.0,10997624.0,0.0,False,False,False,152.49,,,74.59,188.25,524.44,19.5,-11.3,11.3,25-08-2026,09-09-2026,180.9767857142857,161.56,170.01919459459458,15,18,3,3,9,10,10,10,484680.0,28919876.0,31453551.0,31453551.0,31453551.0,484680.0,31453551.0,1,0,0.0154,Fresh,Confirmed Accumulation,170.01919459459458,-10.3,Confirmed Accumulation,1934.0,44.4,20.0,17.0,83.0,0.8,30.3,0.2,True,23.0,0.057,20,30,5,0,55,Buy on Breakout
